h2,h3,href,text,url_name,download
Juvenile Justice,Mississippi,https://www.justice.gov/crt/about/spl/documents/leflore_comp_5-12-15.pdf,Complaint (2015),juvenile_justice_mississippi_complaint_2015,PDF
Juvenile Justice,Mississippi,https://www.justice.gov/crt/about/spl/documents/leflore_agreement_5-13-15.pdf,Settlement Agreement (2015),juvenile_justice_mississippi_settlement_agreement_2015,PDF
Juvenile Justice,Mississippi,https://www.justice.gov/crt/case-document/leflore-county-juvenile-detention-center-findings-letter,Findings Letter (2016),juvenile_justice_mississippi_findings_letter_2016,Case Document
Juvenile Justice,Mississippi,https://www.justice.gov/media/1013886/dl?inline,Closing Letter (2019),juvenile_justice_mississippi_closing_letter_2019,Media
Juvenile Justice,Mississippi,https://www.justice.gov/crt/about/spl/documents/walnutgrovefl.pdf,Findings Letter (2012),juvenile_justice_mississippi_findings_letter_2012_2,PDF
Juvenile Justice,Missouri,https://www.justice.gov/crt/about/spl/documents/stlouis_findings_cover_7-31-15.pdf,Findings Cover Letter (2015),juvenile_justice_missouri_findings_cover_letter_2015,PDF
Juvenile Justice,Missouri,https://www.justice.gov/crt/about/spl/documents/stlouis_findings_7-31-15.pdf,Findings Report (2015),juvenile_justice_missouri_findings_report_2015,PDF
Juvenile Justice,Missouri,https://www.justice.gov/crt/case-document/st-louis-county-family-court-memorandum-agreement,Memorandum of Agreement (2016),juvenile_justice_missouri_memorandum_of_agreement_2016,Case Document
Juvenile Justice,Missouri,https://www.justice.gov/media/1049186/dl?inline,Closing Letter (2019),juvenile_justice_missouri_closing_letter_2019,Media
Juvenile Justice,New York,https://www.justice.gov/crt/about/spl/documents/NY_juvenile_facilities_findlet_08-14-2009.pdf,Findings Letter (2009),juvenile_justice_new_york_findings_letter_2009,PDF
Juvenile Justice,New York,https://www.justice.gov/crt/about/spl/documents/nyjuv_complaint_7-14-10.pdf,Complaint (2010),juvenile_justice_new_york_complaint_2010,PDF
Juvenile Justice,New York,https://www.justice.gov/crt/about/spl/documents/NY_juvenile_facilities_settle_07-14-10.pdf,Settlement Agreement (2010),juvenile_justice_new_york_settlement_agreement_2010,PDF
Juvenile Justice,New York,https://www.justice.gov/crt/about/spl/documents/nyjuv_orderdismissingcolumbia_9-8-14.pdf,Order Dismissing Columbia Girls Secure Center (2014),juvenile_justice_new_york_order_dismissing_columbia_girls_secure_center_2014,PDF
Juvenile Justice,New York,https://www.justice.gov/crt/case-document/united-states-v-state-new-york-order-dismissing-finger-lakes-residential-center,Order Granting Joint Motion to Dismiss Finger Lakes (2015),juvenile_justice_new_york_order_granting_joint_motion_to_dismiss_finger_lakes_2015,Case Document
Juvenile Justice,New York,https://www.justice.gov/media/1029031/dl?inline,Order Granting Preliminary Injunction (2017),juvenile_justice_new_york_order_granting_preliminary_injunction_2017,Media
Juvenile Justice,Ohio,https://www.justice.gov/crt/about/spl/documents/scioto_findlet_5-9-07.pdf,"Findings Letter (2007, Scioto)",juvenile_justice_ohio_findings_letter_2007_scioto,PDF
Juvenile Justice,Ohio,https://www.justice.gov/crt/about/spl/documents/marion_findlet_5-9-07.pdf,"Findings Letter (2007, Marion)",juvenile_justice_ohio_findings_letter_2007_marion,PDF
Juvenile Justice,Ohio,https://www.justice.gov/crt/about/spl/documents/scioto_complaint_05-16-08.pdf,Complaint (2008),juvenile_justice_ohio_complaint_2008,PDF
Juvenile Justice,Ohio,https://www.justice.gov/crt/about/spl/documents/scioto_amendedstipulation_11-23-09.pdf,Amended Consent Decree (2009),juvenile_justice_ohio_amended_consent_decree_2009,PDF
Juvenile Justice,Ohio,https://www.justice.gov/crt/case-document/united-states-v-ohio-order-dismissal,Order Dismissing Case (2015),juvenile_justice_ohio_order_dismissing_case_2015,Case Document
Juvenile Justice,Puerto Rico,https://www.justice.gov/crt/about/spl/documents/prjuvfind.php,Findings Letter (1994),juvenile_justice_puerto_rico_findings_letter_1994,NA
Juvenile Justice,South Carolina,https://www.justice.gov/crt/case-document/kenny-v-wilson-us-statement-interest,Statement of Interest (2016),juvenile_justice_south_carolina_statement_of_interest_2016,Case Document
Juvenile Justice,South Carolina,https://www.justice.gov/crt/page/file/1244381/download,CRIPA Notice Letter (2020),juvenile_justice_south_carolina_cripa_notice_letter_2020,NA
Juvenile Justice,South Carolina,https://www.justice.gov/crt/case-document/file/1495151/download,"Findings Report (2022, Use of Force)",juvenile_justice_south_carolina_findings_report_2022_use_of_force,Case Document
Juvenile Justice,South Carolina,https://www.justice.gov/crt/case-document/file/1587041/download,Complaint (2022),juvenile_justice_south_carolina_complaint_2022,Case Document
Juvenile Justice,South Carolina,https://www.justice.gov/media/1299196/dl?inline,Settlement Agreement (2022),juvenile_justice_south_carolina_settlement_agreement_2022,Media
Juvenile Justice,South Carolina,https://www.justice.gov/media/1108121/dl?inline,Statement of Interest (2020),juvenile_justice_south_carolina_statement_of_interest_2020,Media
Juvenile Justice,Tennessee,https://www.justice.gov/crt/about/spl/documents/shelbycountyjuv_findingscover_4-25-12.pdf,Findings Cover Letter (2012),juvenile_justice_tennessee_findings_cover_letter_2012,PDF
Juvenile Justice,Tennessee,https://www.justice.gov/crt/about/spl/documents/shelbycountyjuv_findingsrpt_4-26-12.pdf,Findings Report (2012),juvenile_justice_tennessee_findings_report_2012,PDF
Juvenile Justice,Tennessee,https://www.justice.gov/crt/about/spl/documents/shelbycountyjuv_agreement_12-17-12.pdf,Memorandum of Agreement (2012),juvenile_justice_tennessee_memorandum_of_agreement_2012,PDF
Juvenile Justice,Tennessee,https://www.justice.gov/media/1029246/dl?inline,Closing Letter (2019),juvenile_justice_tennessee_closing_letter_2019,Media
Juvenile Justice,Texas,https://www.justice.gov/crt/media/1362531/dl?inline,Findings Report (2024),juvenile_justice_texas_findings_report_2024,Media
Juvenile Justice,Texas,https://www.justice.gov/es/crt-espanol/media/1369651/dl,Findings Report (2024 Spanish),juvenile_justice_texas_findings_report_2024_spanish,NA
Juvenile Justice,Texas,https://www.justice.gov/crt/media/1362526/dl?inline,Findings Notice Letter (2024),juvenile_justice_texas_findings_notice_letter_2024,Media
Juvenile Justice,Texas,https://www.justice.gov/crt/media/1362381/dl?inline,Findings Report Summary (2024),juvenile_justice_texas_findings_report_summary_2024,Media
Juvenile Justice,Texas,https://www.justice.gov/crt/media/1368276/dl?inline,Findings Report Summary (2024 Spanish),juvenile_justice_texas_findings_report_summary_2024_spanish,Media
Juvenile Justice,Texas,https://www.justice.gov/es/crt-espanol/media/1362741/dl?inline,Findings Report Executive Summary (2024 Spanish),juvenile_justice_texas_findings_report_executive_summary_2024_spanish,NA
Juvenile Justice,Vermont,https://www.justice.gov/media/1079111/dl?inline,Statement of Interest (2019),juvenile_justice_vermont_statement_of_interest_2019,Media
Disability Rights Docket,Alabama,https://www.justice.gov/crt/about/spl/documents/adap_soi_10-14-14.pdf,Statement of Interest (2014),disability_rights_docket_alabama_statement_of_interest_2014,PDF
Disability Rights Docket,Alabama,https://www.justice.gov/crt/about/spl/documents/adap_order_12-12-14.pdf,Order (2014),disability_rights_docket_alabama_order_2014,PDF
Disability Rights Docket,Alaska,https://www.justice.gov/crt/case-document/file/1558231/download, Findings Report (2022),disability_rights_docket_alaska_findings_report_2022,Case Document
Disability Rights Docket,Alaska,https://www.justice.gov/media/1265146/dl?inline,Findings Report Cover Letter (2022),disability_rights_docket_alaska_findings_report_cover_letter_2022,Media
Disability Rights Docket,Alaska,https://www.justice.gov/media/1251031/dl?inline,Statement of Interest (2022),disability_rights_docket_alaska_statement_of_interest_2022,Media
Disability Rights Docket,Arkansas,https://www.justice.gov/media/1131316/dl?inline,Statement of Interest (2021),disability_rights_docket_arkansas_statement_of_interest_2021,Media
Disability Rights Docket,California,https://www.justice.gov/crt/case-document/file/1388891/download,Findings Report (2021),disability_rights_docket_california_findings_report_2021,Case Document
Disability Rights Docket,California,https://www.justice.gov/media/1137406/dl?inline,Summary of Findings (2021),disability_rights_docket_california_summary_of_findings_2021,Media
Disability Rights Docket,California,https://www.justice.gov/crt/media/1323846/dl?inline,Settlement Agreement (2023),disability_rights_docket_california_settlement_agreement_2023,Media
Disability Rights Docket,California,https://www.justice.gov/crt/media/1324086/dl?inline,Settlement Agreement Fact Sheet (2023),disability_rights_docket_california_settlement_agreement_fact_sheet_2023,Media
Disability Rights Docket,California,https://www.justice.gov/justice.gov/crt/about/spl/documents/lanterman_findlet_1-4-06.pdf,Findings Letter (2006),disability_rights_docket_california_findings_letter_2006,PDF
Disability Rights Docket,California,https://www.justice.gov/justice.gov/file/crt/case-document/1210181/download,Closing Letter (2017),disability_rights_docket_california_closing_letter_2017,NA
Disability Rights Docket,California,https://www.justice.gov/media/1376681/dl,Statement of Interest (2024),disability_rights_docket_california_statement_of_interest_2024,Media
Disability Rights Docket,California,https://justice.gov/crt/case-document/file/1210196/download,Findings Letter (1994),disability_rights_docket_california_findings_letter_1994,Case Document
Disability Rights Docket,California,https://www.justice.gov/media/1029241/dl?inline,Closing Letter (2019),disability_rights_docket_california_closing_letter_2019,Media
Disability Rights Docket,California,https://www.justice.gov/crt/case-document/thomas-v-kent-statement-interest,Statement of Interest (2016),disability_rights_docket_california_statement_of_interest_2016,Case Document
Disability Rights Docket,California,https://www.justice.gov/crt/case-document/thomas-v-kent-second-statement-interest,Supplemental Statement of Interest (2016),disability_rights_docket_california_supplemental_statement_of_interest_2016,Case Document
Disability Rights Docket,California,https://www.justice.gov/media/1053011/dl?inline,Order on Plaintiffs’ Motion for Summary Judgment,disability_rights_docket_california_order_on_plaintiffs_motion_for_summary_judgment,Media
Disability Rights Docket,Delaware,https://www.justice.gov/crt/about/spl/documents/DPC_findlet_11-09-10.pdf,Findings Letter (2010),disability_rights_docket_delaware_findings_letter_2010,PDF
Disability Rights Docket,Delaware,https://www.justice.gov/crt/about/spl/documents/DE_MH_Complaint_7-6-11.pdf,Complaint (2011),disability_rights_docket_delaware_complaint_2011,PDF
Disability Rights Docket,Delaware,https://www.justice.gov/crt/about/spl/documents/DE_settlement_7-6-11.pdf,Settlement Agreement (2011),disability_rights_docket_delaware_settlement_agreement_2011,PDF
Disability Rights Docket,Delaware,https://www.justice.gov/crt/case-document/united-states-v-delaware-order-dismissing-case,Order Dismissing Case (2016),disability_rights_docket_delaware_order_dismissing_case_2016,Case Document
Disability Rights Docket,District of Columbia,https://www.justice.gov/crt/media/1339381/dl?inline,Statement of Interest (2024),disability_rights_docket_district_of_columbia_statement_of_interest_2024,Media
Disability Rights Docket,District of Columbia,https://www.justice.gov/crt/media/1361826/dl,Supplemental Statement of Interest (2024),disability_rights_docket_district_of_columbia_supplemental_statement_of_interest_2024,Media
Disability Rights Docket,Florida,https://www.justice.gov/media/1063031/dl?inline,Statement of Interest (2019),disability_rights_docket_florida_statement_of_interest_2019,Media
Disability Rights Docket,Georgia,https://www.justice.gov/crt/about/spl/documents/ga_hosp_findlet_5-30-08.pdf,"Findings Letter (2008, Georgia Regional)",disability_rights_docket_georgia_findings_letter_2008_georgia_regional,PDF
Disability Rights Docket,Georgia,https://www.justice.gov/crt/about/spl/documents/NWGRH_findlet_01-15-09.pdf,"Findings Letter (2009, Northwest Georgia Regional)",disability_rights_docket_georgia_findings_letter_2009_northwest_georgia_regional,PDF
Disability Rights Docket,Georgia,https://www.justice.gov/crt/about/spl/documents/Georgia_Psychiatric_Hospitals_findlet_12-08-09.pdf,"Findings Letter (2009, Five State Hospitals)",disability_rights_docket_georgia_findings_letter_2009_five_state_hospitals,PDF
Disability Rights Docket,Georgia,https://www.justice.gov/crt/about/spl/documents/georgia/US_v_Georgia_CRIPAsettle_01-18-09.pdf,"Settlement (2009, CRIPA)",disability_rights_docket_georgia_settlement_2009_cripa,PDF
Disability Rights Docket,Georgia,https://www.justice.gov/crt/about/spl/documents/georgia/US_v_Georgia_AmdCmplt_01-28-10.pdf,"Amended Complaint (2010, CRIPA)",disability_rights_docket_georgia_amended_complaint_2010_cripa,PDF
Disability Rights Docket,Georgia,https://www.justice.gov/crt/about/spl/documents/GA_terminationorder_2-28-14.pdf,"Order Terminating 2009 Settlement Agreement (2014, CRIPA)",disability_rights_docket_georgia_order_terminating_2009_settlement_agreement_2014_cripa,PDF
Disability Rights Docket,Georgia,https://www.justice.gov/crt/about/spl/documents/georgia/US_v_Georgia_ADA_Cmplt_01-28-10.pdf,"Complaint (2010, ADA)",disability_rights_docket_georgia_complaint_2010_ada,PDF
Disability Rights Docket,Georgia,https://www.justice.gov/crt/about/spl/documents/georgia/US_v_Georgia_ADAsettle_10-19-10.pdf,"Settlement (2010, ADA)",disability_rights_docket_georgia_settlement_2010_ada,PDF
Disability Rights Docket,Georgia,https://www.justice.gov/crt/media/1349766/dl?inline,Statement of Interest (2024),disability_rights_docket_georgia_statement_of_interest_2024,Media
Disability Rights Docket,Idaho,https://www.justice.gov/crt/about/spl/documents/idaho_soi_7-20-15.pdf,Statement of Interest (2015),disability_rights_docket_idaho_statement_of_interest_2015,PDF
Disability Rights Docket,Idaho,https://www.justice.gov/crt/case-document/sonnenberg-v-disability-rights-idaho-inc-opinion-and-judgment,Opinion and Judgment (2016),disability_rights_docket_idaho_opinion_and_judgment_2016,Case Document
Disability Rights Docket,Iowa,https://www.justice.gov/crt/case-document/file/1348021/download,Glenwood Findings Report (2020),disability_rights_docket_iowa_glenwood_findings_report_2020,Case Document
Disability Rights Docket,Iowa,https://www.justice.gov/crt/case-document/file/1348031/download,Glenwood Findings Report Cover Letter (2020),disability_rights_docket_iowa_glenwood_findings_report_cover_letter_2020,Case Document
Disability Rights Docket,Iowa,https://www.justice.gov/crt/case-document/file/1454306/download,ADA Findings Report (2021),disability_rights_docket_iowa_ada_findings_report_2021,Case Document
Disability Rights Docket,Iowa,https://www.justice.gov/crt/case-document/file/1454311/download,ADA Findings Report Cover Letter (2021),disability_rights_docket_iowa_ada_findings_report_cover_letter_2021,Case Document
Disability Rights Docket,Iowa,https://www.justice.gov/crt/case-document/file/1555046/download,Complaint (2022),disability_rights_docket_iowa_complaint_2022,Case Document
Disability Rights Docket,Iowa,https://www.justice.gov/media/1268451/dl?inline,Consent Decree (2023),disability_rights_docket_iowa_consent_decree_2023,Media
Disability Rights Docket,Iowa,https://www.justice.gov/media/1379656/dl,Notice of Investigation Letter (2024),disability_rights_docket_iowa_notice_of_investigation_letter_2024,Media
Disability Rights Docket,Kentucky,https://www.justice.gov/crt/media/1365371/dl?inline,Cover Letter (2024),disability_rights_docket_kentucky_cover_letter_2024,Media
Disability Rights Docket,Kentucky,https://www.justice.gov/crt/media/1365351/dl?inline,Findings Report (2024),disability_rights_docket_kentucky_findings_report_2024,Media
Disability Rights Docket,Louisiana,https://www.justice.gov/crt/case-document/louisiana-department-health-findings-letter,Findings Letter (2016),disability_rights_docket_louisiana_findings_letter_2016,Case Document
Disability Rights Docket,Louisiana,https://www.justice.gov/crt/case-document/file/1072826/download,Complaint (2018),disability_rights_docket_louisiana_complaint_2018,Case Document
Disability Rights Docket,Louisiana,https://www.justice.gov/media/1376356/dl,Joint Motion to Dismiss (2018),disability_rights_docket_louisiana_joint_motion_to_dismiss_2018,Media
Disability Rights Docket,Louisiana,https://www.justice.gov/media/956746/dl?inline,Settlement Agreement (2018),disability_rights_docket_louisiana_settlement_agreement_2018,Media
Disability Rights Docket,Louisiana,https://www.justice.gov/crt/media/1364746/dl?inline,Statement of Interest (2024),disability_rights_docket_louisiana_statement_of_interest_2024,Media
Disability Rights Docket,Mississippi,https://www.justice.gov/crt/about/spl/documents/drm_soi_2-5-14.pdf,Statement of Interest (2014),disability_rights_docket_mississippi_statement_of_interest_2014,PDF
Disability Rights Docket,Mississippi,https://www.justice.gov/crt/about/spl/documents/miss_findletter_12-22-11.pdf,Findings Letter (2011),disability_rights_docket_mississippi_findings_letter_2011,PDF
Disability Rights Docket,Mississippi,https://www.justice.gov/crt/case-document/united-states-v-mississippi-complaint,Complaint (2016),disability_rights_docket_mississippi_complaint_2016,Case Document
Disability Rights Docket,Mississippi,https://justice.gov/crt/case-document/file/1209801/download,Order Denying State's Motion for Summary Judgment (2019),disability_rights_docket_mississippi_order_denying_states_motion_for_summary_judgment_2019,Case Document
Disability Rights Docket,Mississippi,https://www.justice.gov/crt/case-document/file/1371131/download,Proposed Findings of Fact and Conclusions of Law (2019),disability_rights_docket_mississippi_proposed_findings_of_fact_and_conclusions_of_law_2019,Case Document
Disability Rights Docket,Mississippi,https://justice.gov/crt/case-document/file/1209826/download,Opinion (2019),disability_rights_docket_mississippi_opinion_2019,Case Document
Disability Rights Docket,Mississippi,https://www.justice.gov/crt/case-document/file/1421211/download,Order on Remedies (2021),disability_rights_docket_mississippi_order_on_remedies_2021,Case Document
Disability Rights Docket,Mississippi,https://www.justice.gov/media/1158941/dl?inline,Report of the Special Master Submitted in Response to Court Order ECF 253 (2021),disability_rights_docket_mississippi_report_of_the_special_master_submitted_in_response_to_court_order_ecf_253_2021,Media
Disability Rights Docket,Mississippi,https://www.justice.gov/media/1289401/dl?inline,Statement of Interest (2022),disability_rights_docket_mississippi_statement_of_interest_2022,Media
Disability Rights Docket,Missouri,https://www.justice.gov/crt/media/1356321/dl?inline,Cover Letter (2024),disability_rights_docket_missouri_cover_letter_2024,Media
Disability Rights Docket,Missouri,https://www.justice.gov/crt/media/1356331/dl,Findings Report (2024),disability_rights_docket_missouri_findings_report_2024,Media
Disability Rights Docket,Missouri,https://www.justice.gov/crt/media/1361816/dl,Summary of Findings (2024),disability_rights_docket_missouri_summary_of_findings_2024,Media
Disability Rights Docket,Nebraska,https://www.justice.gov/crt/about/spl/documents/beatrice_sdc_findingsletter_03-07-08.pdf,Findings Letter (2008),disability_rights_docket_nebraska_findings_letter_2008,PDF
Disability Rights Docket,Nebraska,https://www.justice.gov/crt/about/spl/documents/us_v_nebraska_beatrice_center_7-2-08.pdf,Settlement (2008),disability_rights_docket_nebraska_settlement_2008,PDF
Disability Rights Docket,Nebraska,https://www.justice.gov/crt/case-document/united-states-v-nebraska-joint-motion-dismiss,Joint Motion to Dismiss (2015),disability_rights_docket_nebraska_joint_motion_to_dismiss_2015,Case Document
Disability Rights Docket,Nebraska,https://www.justice.gov/crt/case-document/united-states-v-nebraska-memorandum-support-joint-motion-dismiss,Memorandum in Support of Joint Motion (2015),disability_rights_docket_nebraska_memorandum_in_support_of_joint_motion_2015,Case Document
Disability Rights Docket,Nebraska,https://www.justice.gov/crt/case-document/united-states-v-nebraska-judgment-and-order-dismiss,Judgment and Order of Dismissal (2015),disability_rights_docket_nebraska_judgment_and_order_of_dismissal_2015,Case Document
Disability Rights Docket,Nevada,https://www.justice.gov/crt/media/1249631/dl?inline,Findings Report (October 2022),disability_rights_docket_nevada_findings_report_october_2022,Media
Disability Rights Docket,Nevada,https://www.justice.gov/media/1249636/dl?inline,Findings Report Cover Letter (October 2022),disability_rights_docket_nevada_findings_report_cover_letter_october_2022,Media
Disability Rights Docket,Nevada,https://www.justice.gov/media/1385326/dl,Complaint (2025),disability_rights_docket_nevada_complaint_2025,Media
Disability Rights Docket,Nevada,https://www.justice.gov/media/1385336/dl,Agreement (2025),disability_rights_docket_nevada_agreement_2025,Media
Disability Rights Docket,New Hampshire,https://www.justice.gov/media/1266451/dl?inline,Statement of Interest (2022),disability_rights_docket_new_hampshire_statement_of_interest_2022,Media
Disability Rights Docket,New Hampshire,https://www.justice.gov/crt/about/spl/documents/New_Hampshire_MH_findlet_04-07-11.pdf,Findings Letter (2011),disability_rights_docket_new_hampshire_findings_letter_2011,PDF
Disability Rights Docket,New Hampshire,https://www.justice.gov/crt/about/spl/documents/nhpropcomp.pdf,Complaint in Intervention (2012),disability_rights_docket_new_hampshire_complaint_in_intervention_2012,PDF
Disability Rights Docket,New Hampshire,https://www.justice.gov/crt/about/spl/documents/nh-ada_agreement_2-12-14.pdf,Settlement Agreement (2013),disability_rights_docket_new_hampshire_settlement_agreement_2013,PDF
Disability Rights Docket,New Jersey,https://www.justice.gov/d9/2023-09/nj_veterans_homes_findings_report_0.pdf,Findings Report (2023),disability_rights_docket_new_jersey_findings_report_2023,PDF
Disability Rights Docket,New Jersey,https://www.justice.gov/d9/2023-09/nj_veterans_homes_findings_report_-_cover_letter_final.pdf,Cover Letter (2023),disability_rights_docket_new_jersey_cover_letter_2023,PDF
Disability Rights Docket,New Jersey,https://www.justice.gov/media/1371876/dl,Complaint (2024),disability_rights_docket_new_jersey_complaint_2024,Media
Disability Rights Docket,New Jersey,https://www.justice.gov/media/1371881/dl,Consent Decree (2024),disability_rights_docket_new_jersey_consent_decree_2024,Media
Disability Rights Docket,New York,https://www.justice.gov/crt/about/spl/documents/KCHC_findlet_01-30-09.pdf,Findings Letter (2009),disability_rights_docket_new_york_findings_letter_2009,PDF
Disability Rights Docket,New York,https://www.justice.gov/crt/about/spl/documents/US_v_CityOfNewYork_01-07-10.pdf,Complaint (2010),disability_rights_docket_new_york_complaint_2010,PDF
Disability Rights Docket,New York,https://www.justice.gov/crt/about/spl/documents/US_v_CityOfNewYork_ConsentJudgment_01-07-10.pdf,Settlement (2010),disability_rights_docket_new_york_settlement_2010,PDF
Disability Rights Docket,New York,https://www.justice.gov/media/1125271/dl?inline,Statement of Interest (2020),disability_rights_docket_new_york_statement_of_interest_2020,Media
Disability Rights Docket,New York,https://www.justice.gov/crt/media/1374856/dl?inline,Statement of Interest (2024),disability_rights_docket_new_york_statement_of_interest_2024,Media
Disability Rights Docket,North Carolina,https://www.justice.gov/crt/media/1361701/dl?inline,Statement of Interest (2024),disability_rights_docket_north_carolina_statement_of_interest_2024,Media
Disability Rights Docket,North Carolina,https://www.justice.gov/media/1179081/dl?inline,Statement of Interest (2021),disability_rights_docket_north_carolina_statement_of_interest_2021,Media
Disability Rights Docket,Oklahoma,https://www.justice.gov/media/1382351/dl,Findings Report (2025),disability_rights_docket_oklahoma_findings_report_2025,Media
Disability Rights Docket,Oklahoma,https://www.justice.gov/media/1382366/dl,Findings Report Executive Summary (2025),disability_rights_docket_oklahoma_findings_report_executive_summary_2025,Media
Disability Rights Docket,Oklahoma,https://www.justice.gov/media/1385896/dl,Findings Report Executive Summary 2025 (Spanish),disability_rights_docket_oklahoma_findings_report_executive_summary_2025_spanish,Media
Disability Rights Docket,Oregon,https://www.justice.gov/crt/about/spl/documents/oregon_state_hospital_findlet_01-09-08.pdf,Findings Letter (2008),disability_rights_docket_oregon_findings_letter_2008,PDF
Disability Rights Docket,Oregon,https://www.justice.gov/crt/about/spl/documents/oregonmh_agreement_11-9-12.pdf,Letter Agreement (2012),disability_rights_docket_oregon_letter_agreement_2012,PDF
Disability Rights Docket,Pennsylvania,https://www.justice.gov/crt/about/spl/documents/smith_soi_6-12-14.pdf,Statement of Interest (2014),disability_rights_docket_pennsylvania_statement_of_interest_2014,PDF
Disability Rights Docket,Puerto Rico,https://www.justice.gov/crt/about/spl/documents/cisfind.php,"Findings Letter (1997, CIS)",disability_rights_docket_puerto_rico_findings_letter_1997_cis,NA
Disability Rights Docket,Puerto Rico,https://www.justice.gov/crt/about/spl/documents/prmrfind.php,Findings Letter (2007),disability_rights_docket_puerto_rico_findings_letter_2007,NA
Disability Rights Docket,Puerto Rico,https://www.justice.gov/crt/about/spl/documents/prmrcomp.php,Complaint (1999),disability_rights_docket_puerto_rico_complaint_1999,NA
Disability Rights Docket,Puerto Rico,https://www.justice.gov/crt/about/spl/documents/pr-dd_sa_05-04-99.pdf,Interim Settlement (1999),disability_rights_docket_puerto_rico_interim_settlement_1999,PDF
Disability Rights Docket,Puerto Rico,https://www.justice.gov/crt/about/spl/documents/pr-dd_sa-supplemental_07-20-00.pdf,Supplemental Interim Settlement (2000),disability_rights_docket_puerto_rico_supplemental_interim_settlement_2000,PDF
Disability Rights Docket,South Dakota,https://www.justice.gov/crt/case-document/south-dakota-nursing-facilities-findings-letter,Findings Letter (2016),disability_rights_docket_south_dakota_findings_letter_2016,Case Document
Disability Rights Docket,South Carolina,https://www.justice.gov/crt/media/1304516/dl?inline,Cover Letter (July 2023),disability_rights_docket_south_carolina_cover_letter_july_2023,Media
Disability Rights Docket,South Carolina,https://www.justice.gov/crt/media/1304526/dl?inline,Findings Report (July 2023),disability_rights_docket_south_carolina_findings_report_july_2023,Media
Disability Rights Docket,South Carolina,https://www.justice.gov/media/1379556/dl,Complaint (2024),disability_rights_docket_south_carolina_complaint_2024,Media
Disability Rights Docket,Tennessee,https://www.justice.gov/crt/about/spl/documents/tncomp.php,Complaint (1996),disability_rights_docket_tennessee_complaint_1996,NA
Disability Rights Docket,Tennessee,https://www.justice.gov/crt/about/spl/documents/tn_settlement_11-15-96.pdf,Settlement (1996),disability_rights_docket_tennessee_settlement_1996,PDF
Disability Rights Docket,Tennessee,https://www.justice.gov/crt/about/spl/documents/clover_order_exit_1-29-15.pdf,Agreed Order and Exit Plan (2015),disability_rights_docket_tennessee_agreed_order_and_exit_plan_2015,PDF
Disability Rights Docket,Texas,https://www.justice.gov/media/1266476/dl?inline,Statement of Interest (2022),disability_rights_docket_texas_statement_of_interest_2022,Media
Disability Rights Docket,Texas,https://www.justice.gov/crt/about/spl/documents/steward_complaintinintervention_9-20-12.pdf,Complaint in Intervention (2012),disability_rights_docket_texas_complaint_in_intervention_2012,PDF
Disability Rights Docket,Texas,https://www.justice.gov/crt/about/spl/documents/lubbock_sch_findlet_12-11-06.pdf,"Findings Letter (2006, Lubbock State School)",disability_rights_docket_texas_findings_letter_2006_lubbock_state_school,PDF
Disability Rights Docket,Texas,https://www.justice.gov/crt/about/spl/documents/TexasStateSchools_findlet_12-1-08.pdf,"Findings Letter (2008, Statewide)",disability_rights_docket_texas_findings_letter_2008_statewide,PDF
Disability Rights Docket,Texas,https://www.justice.gov/crt/about/spl/documents/TexasStateSchools_cmplt_06-26-09.pdf,Complaint (2009),disability_rights_docket_texas_complaint_2009,PDF
Disability Rights Docket,Texas,https://www.justice.gov/crt/about/spl/documents/TexasStateSchools_settle_06-26-09.pdf,Settlement (2009),disability_rights_docket_texas_settlement_2009,PDF
Disability Rights Docket,Virginia,https://www.justice.gov/crt/about/spl/documents/cvtc_findlet_02-10-2011.pdf,Findings Letter (2011),disability_rights_docket_virginia_findings_letter_2011,PDF
Disability Rights Docket,Virginia,https://www.justice.gov/crt/about/spl/documents/va-ada_complaint_1-26-12.pdf,Complaint (2012),disability_rights_docket_virginia_complaint_2012,PDF
Disability Rights Docket,Virginia,https://www.justice.gov/crt/about/spl/documents/va-ada_settlement_8-23-12.pdf,Settlement (2012),disability_rights_docket_virginia_settlement_2012,PDF
Disability Rights Docket,Virginia,https://www.justice.gov/crt/about/spl/documents/va_orderapprovingdecree_8-23-12.pdf,Order Approving Consent Decree (2012),disability_rights_docket_virginia_order_approving_consent_decree_2012,PDF
Disability Rights Docket,West Virginia,https://www.justice.gov/crt/about/spl/documents/wv-ada_findings_6-1-15.pdf,Findings Letter (2015),disability_rights_docket_west_virginia_findings_letter_2015,PDF
Disability Rights Docket,West Virginia,https://www.justice.gov/crt/about/spl/documents/wv-ada_factsheet_6-1-15.pdf,Findings Fact Sheet (2015),disability_rights_docket_west_virginia_findings_fact_sheet_2015,PDF
Disability Rights Docket,West Virginia,https://www.justice.gov/crt/case-document/file/1162541/download,Settlement Agreement (2019),disability_rights_docket_west_virginia_settlement_agreement_2019,Case Document
Disability Rights Docket,West Virginia,https://www.justice.gov/media/1004151/dl?inline,Settlement Agreement Fact Sheet (2019),disability_rights_docket_west_virginia_settlement_agreement_fact_sheet_2019,Media
Disability Rights Docket,West Virginia,https://www.justice.gov/media/1383216/dl,Agreement Modification (2024),disability_rights_docket_west_virginia_agreement_modification_2024,Media
